HTML	TYPE	DATE
https://www.wga.hu/html/a/aelst/stilmous.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/stilvase.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/vasewatc.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/weapons.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aelst/z_armour.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aenvanck/fruit.jpg	still-life	1651-1700
https://www.wga.hu/html/a/aertsen/christ_a.jpg	still-life	1501-1550
https://www.wga.hu/html/a/aertsen/marketse.jpg	still-life	1501-1550
https://www.wga.hu/html/a/aertsen/marketst.jpg	still-life	1501-1550
https://www.wga.hu/html/a/aertsen/stillife.jpg	still-life	1501-1550
https://www.wga.hu/html/a/aivazovs/9th_wave.jpg	landscape	1851-1900
https://www.wga.hu/html/a/aivazovs/astrong.jpg	landscape	1851-1900
https://www.wga.hu/html/a/aivazovs/shipwrec.jpg	landscape	1851-1900
https://www.wga.hu/html/a/aivazovs/stormy.jpg	landscape	1851-1900
https://www.wga.hu/html/a/alberti/selfport.jpg	portrait	1401-1450
https://www.wga.hu/html/a/albotto/campo.jpg	landscape	1701-1750
https://www.wga.hu/html/a/albotto/giuseppe.jpg	landscape	1701-1750
https://www.wga.hu/html/a/alcibar/v_josefa.jpg	portrait	1751-1800
https://www.wga.hu/html/a/alekseye/view_mos.jpg	landscape	1751-1800
https://www.wga.hu/html/a/alekseye/view_stp.jpg	landscape	1751-1800
https://www.wga.hu/html/a/alenza/portrait.jpg	portrait	1801-1850
https://www.wga.hu/html/a/algardi/1/bust_pam.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/b_volpi.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/cerri.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/innocent.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/laudivio.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/mellini.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/olimpia1.jpg	portrait	1601-1650
https://www.wga.hu/html/a/algardi/1/olimpia.jpg	portrait	1601-1650
https://www.wga.hu/html/a/allar/child.jpg	portrait	1851-1900
https://www.wga.hu/html/a/allar/le_play.jpg	portrait	1851-1900
https://www.wga.hu/html/a/allegrai/etienne/landmose.jpg	landscape	1651-1700
https://www.wga.hu/html/a/allegrai/etienne/riverla1.jpg	landscape	1651-1700
https://www.wga.hu/html/a/allegrai/etienne/riverla2.jpg	landscape	1651-1700
https://www.wga.hu/html/a/allori/alessand/portra1.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/portrai2.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/portrai3.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/portrai4.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/portrai5.jpg	portrait	1551-1600
https://www.wga.hu/html/a/allori/alessand/portrait.jpg	portrait	1551-1600
https://www.wga.hu/html/a/alsloot/extensiv.jpg	landscape	1601-1650
https://www.wga.hu/html/a/alsloot/skating.jpg	landscape	1601-1650
https://www.wga.hu/html/a/alsloot/winterla.jpg	landscape	1601-1650
https://www.wga.hu/html/a/alsloot/winter_l.jpg	landscape	1601-1650
https://www.wga.hu/html/a/altdorfe/1/1satyr.jpg	landscape	1501-1550
https://www.wga.hu/html/a/altdorfe/1/2landsca.jpg	landscape	1501-1550
https://www.wga.hu/html/a/altdorfe/1/3danube.jpg	landscape	1501-1550
https://www.wga.hu/html/a/altdorfe/2/12portra.jpg	portrait	1501-1550
https://www.wga.hu/html/a/altdorfe/4/landscap.jpg	landscape	1501-1550
https://www.wga.hu/html/a/altdorfe/4/largefir.jpg	landscape	1501-1550
https://www.wga.hu/html/a/altissim/alchitro.jpg	portrait	1551-1600
https://www.wga.hu/html/a/altissim/columbus.jpg	portrait	1551-1600
https://www.wga.hu/html/a/alt/viewvien.jpg	landscape	1801-1850
https://www.wga.hu/html/a/alvarez/isabel.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amberger/fugger.jpg	portrait	1501-1550
https://www.wga.hu/html/a/amberger/goldsmit.jpg	portrait	1501-1550
https://www.wga.hu/html/a/amberger/munster.jpg	portrait	1501-1550
https://www.wga.hu/html/a/amberger/schwarz.jpg	portrait	1501-1550
https://www.wga.hu/html/a/amberger/seiler.jpg	portrait	1501-1550
https://www.wga.hu/html/a/amberger/youngman.jpg	portrait	1501-1550
https://www.wga.hu/html/a/amberger/youngwom.jpg	portrait	1501-1550
https://www.wga.hu/html/a/amerling/arthaber.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amerling/franz_1.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amerling/girl.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amerling/girlport.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amerling/girlyel.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amerling/girlyell.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amerling/nako.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amerling/princess.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amerling/selfport.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amerling/szecheny.jpg	portrait	1801-1850
https://www.wga.hu/html/a/amico/portgent.jpg	portrait	1501-1550
https://www.wga.hu/html/a/amigoni/gentlema.jpg	portrait	1701-1750
https://www.wga.hu/html/a/amigoni/portlady.jpg	portrait	1701-1750
https://www.wga.hu/html/a/ancona/rossini.jpg	portrait	1851-1900
https://www.wga.hu/html/a/anderson/rateship.jpg	landscape	1801-1850
https://www.wga.hu/html/a/anderson/selfport.jpg	portrait	1801-1850
https://www.wga.hu/html/a/anderson/shipcalm.jpg	landscape	1801-1850
https://www.wga.hu/html/a/anderson/shipping.jpg	landscape	1801-1850
https://www.wga.hu/html/a/andrea/castagno/2_famous/1eve.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/castagno/2_famous/1pippo.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/castagno/2_famous/2acciaol.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/castagno/2_famous/3uberti.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/castagno/2_famous/4esther.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/castagno/2_famous/5cumean.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/castagno/2_famous/6tomyri.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/castagno/2_famous/7dante.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/castagno/2_famous/8boccacc.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/castagno/2_famous/9petrarc.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/castagno/3_1450s/08portra.jpg	portrait	1401-1450
https://www.wga.hu/html/a/andrea/sarto/1/lucrezia.jpg	portrait	1501-1550
https://www.wga.hu/html/a/andrea/sarto/1/portband.jpg	portrait	1501-1550
https://www.wga.hu/html/a/andrea/sarto/1/port_lad.jpg	portrait	1501-1550
https://www.wga.hu/html/a/andrea/sarto/1/port_wom.jpg	portrait	1501-1550
https://www.wga.hu/html/a/andrea/sarto/1/youngman.jpg	portrait	1501-1550
https://www.wga.hu/html/a/andrea/sarto/3/selfport.jpg	portrait	1501-1550
https://www.wga.hu/html/a/andreesc/forest.jpg	landscape	1851-1900
https://www.wga.hu/html/a/andreesc/winter.jpg	landscape	1851-1900
https://www.wga.hu/html/a/andriess/arcadia1.jpg	landscape	1751-1800
https://www.wga.hu/html/a/andriess/arcadia2.jpg	landscape	1751-1800
https://www.wga.hu/html/a/andries/vanitas.jpg	still-life	1601-1650
https://www.wga.hu/html/a/anesi/landsca1.jpg	landscape	1701-1750
https://www.wga.hu/html/a/anesi/landsca2.jpg	landscape	1701-1750
https://www.wga.hu/html/a/anesi/landsca3.jpg	landscape	1701-1750
https://www.wga.hu/html/a/anesi/rome1.jpg	landscape	1701-1750
https://www.wga.hu/html/a/anesi/rome.jpg	landscape	1701-1750
https://www.wga.hu/html/a/anesi/scene.jpg	landscape	1701-1750
https://www.wga.hu/html/a/anesi/tivoli.jpg	landscape	1701-1750
https://www.wga.hu/html/a/angel/ceballos.jpg	portrait	1601-1650
https://www.wga.hu/html/a/angelico/14/7metalpo.jpg	portrait	1401-1450
https://www.wga.hu/html/a/angelo_s/fem_port.jpg	portrait	1451-1500
https://www.wga.hu/html/a/angelucc/rural_sc.jpg	landscape	1601-1650
https://www.wga.hu/html/a/angermay/bouquet.jpg	still-life	1701-1750
https://www.wga.hu/html/a/angrand/railway.jpg	landscape	1851-1900
https://www.wga.hu/html/a/anguisso/lucia/selfport.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/lucia/sofonisb.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/sofonisb/campipai.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/sofonisb/chess.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/sofonisb/minerva.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/sofonisb/port_nun.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/sofonisb/profport.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/sofonisb/selfease.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/sofonisb/self_por.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/sofonisb/selfport.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/sofonisb/selfspin.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anguisso/sofonisb/s_portra.jpg	portrait	1551-1600
https://www.wga.hu/html/a/anquetin/clichy.jpg	landscape	1851-1900
https://www.wga.hu/html/a/anthonis/copperco.jpg	portrait	1501-1550
https://www.wga.hu/html/a/anthonis/henry8.jpg	portrait	1501-1550
https://www.wga.hu/html/a/antico/bust1.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antico/bust2.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antico/bust.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antico/emperor1.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antico/emperor.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antonell/condotti.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antonell/man_port.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antonell/manportr.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antonell/man_porx.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antonell/port_man.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antonell/portrai.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antonell/portrait.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antonell/portra_m.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antonell/trivulzi.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antoniaz/portrait.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antonio/crevalco/portrait.jpg	portrait	1451-1500
https://www.wga.hu/html/a/antropov/portrai1.jpg	portrait	1751-1800
https://www.wga.hu/html/a/antropov/portrai2.jpg	portrait	1751-1800
https://www.wga.hu/html/a/appiani/desaix.jpg	portrait	1801-1850
https://www.wga.hu/html/a/appiani/napoleon.jpg	portrait	1801-1850
https://www.wga.hu/html/a/apshoven/landscap.jpg	landscape	1651-1700
https://www.wga.hu/html/a/apt/2portrai.jpg	portrait	1501-1550
https://www.wga.hu/html/a/araldi/pallavic.jpg	portrait	1501-1550
https://www.wga.hu/html/a/arcimbol/2portrai/1family1.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/2portrai/1family.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/2portrai/2busts1.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/2portrai/2busts2.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/2portrai/2busts3.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/2portrai/2busts4.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/2portrai/2busts5.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/2portrai/2busts6.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/4composi/4waiter.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/4composi/5librari.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/4composi/6jurist1.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/4composi/6jurist.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/4composi/7cook1.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/4composi/7cook.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/4composi/8garden1.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/4composi/8garden.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/8graphic/1self.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/8graphic/2self1.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/8graphic/2self.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arcimbol/8graphic/3portrai.jpg	portrait	1551-1600
https://www.wga.hu/html/a/arellano/00arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/01arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/02arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/03arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/04arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/05arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/06arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/07arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/08arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/09arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/10arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/11arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arellano/12arella.jpg	still-life	1601-1650
https://www.wga.hu/html/a/arentsz/landscap.jpg	landscape	1601-1650
https://www.wga.hu/html/a/argunov/peasant.jpg	portrait	1751-1800
https://www.wga.hu/html/a/argunov/port_wom.jpg	portrait	1751-1800
https://www.wga.hu/html/a/arnolfo/6/6pisa.jpg	portrait	1251-1300
https://www.wga.hu/html/a/arnulphy/admiral.jpg	portrait	1701-1750
https://www.wga.hu/html/a/arnulphy/portgent.jpg	portrait	1701-1750
https://www.wga.hu/html/a/arthois/edgewood.jpg	landscape	1651-1700
https://www.wga.hu/html/a/arthois/extensiv.jpg	landscape	1651-1700
https://www.wga.hu/html/a/arthois/landherd.jpg	landscape	1651-1700
https://www.wga.hu/html/a/arthois/landscap.jpg	landscape	1651-1700
https://www.wga.hu/html/a/arthois/woodedla.jpg	landscape	1651-1700
https://www.wga.hu/html/a/artioli/stillife.jpg	still-life	1751-1800
https://www.wga.hu/html/a/asch/citywall.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asch/landscap.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asch/river_la.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asch/selfport.jpg	portrait	1601-1650
https://www.wga.hu/html/a/ashford/kilarney.jpg	landscape	1751-1800
https://www.wga.hu/html/a/ashford/killarn1.jpg	landscape	1751-1800
https://www.wga.hu/html/a/aspertin/heroic.jpg	portrait	1501-1550
https://www.wga.hu/html/a/aspertin/raimondi.jpg	portrait	1501-1550
https://www.wga.hu/html/a/assche/riverard.jpg	landscape	1801-1850
https://www.wga.hu/html/a/assche/waterfal.jpg	landscape	1801-1850
https://www.wga.hu/html/a/assche/winterla.jpg	landscape	1801-1850
https://www.wga.hu/html/a/asselyn/aqueduct.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asselyn/breach.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asselyn/coastal1.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asselyn/coastal.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asselyn/italiana.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asselyn/italianb.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asselyn/landsca1.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asselyn/landsca2.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asselyn/landscap.jpg	landscape	1601-1650
https://www.wga.hu/html/a/asselyn/riverban.jpg	landscape	1601-1650
https://www.wga.hu/html/a/assteyn/stillife.jpg	still-life	1601-1650
https://www.wga.hu/html/a/assteyn/still-li.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/apple_d.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/apple.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/basketfr.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/bouquet1.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/bouquet.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/floshell.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/flowers.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/flowstil.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/flowstix.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/flowvase.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/platfrui.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stildish.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stilflow.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stillif1.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stillif2.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stillif3.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stillif4.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stillif5.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stillife.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stillix.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/still_li.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stishell.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/stishelm.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/vase_win.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/z_shell.jpg	still-life	1601-1650
https://www.wga.hu/html/a/ast/z_tulip.jpg	still-life	1601-1650
https://www.wga.hu/html/a/attiret/chercheu.jpg	portrait	1751-1800
https://www.wga.hu/html/a/augustin/callamar.jpg	portrait	1751-1800
https://www.wga.hu/html/a/augustin/port_wom.jpg	portrait	1751-1800
https://www.wga.hu/html/a/aved/m_crozat.jpg	portrait	1701-1750
https://www.wga.hu/html/a/avercamp/barend/landscap.jpg	landscape	1651-1700
https://www.wga.hu/html/a/avercamp/barend/winterla.jpg	landscape	1651-1700
https://www.wga.hu/html/a/avercamp/hendrick/ice_land.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/icescene.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/ice_scen.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/panorami.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/riverlan.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/scene_ic.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/scenewin.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/scenewix.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/skaters.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/winterla.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/winter_l.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/winterln.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/winter_m.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/winters1.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/wintersc.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/winter_s.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/winters.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/wskaters.jpg	landscape	1601-1650
https://www.wga.hu/html/a/avercamp/hendrick/z_moon.jpg	landscape	1601-1650
https://www.wga.hu/html/a/azeglio/arabs.jpg	landscape	1801-1850
https://www.wga.hu/html/b/bacchiac/womancat.jpg	portrait	1501-1550
https://www.wga.hu/html/b/baciccio/bernini.jpg	portrait	1651-1700
https://www.wga.hu/html/b/baciccio/l_medici.jpg	portrait	1651-1700
https://www.wga.hu/html/b/baciccio/portlady.jpg	portrait	1651-1700
https://www.wga.hu/html/b/backer/p_lutma.jpg	portrait	1601-1650
https://www.wga.hu/html/b/backer/porthass.jpg	portrait	1601-1650
https://www.wga.hu/html/b/backer/portlady.jpg	portrait	1601-1650
https://www.wga.hu/html/b/backer/port_old.jpg	portrait	1601-1650
https://www.wga.hu/html/b/backer/port_wom.jpg	portrait	1601-1650
https://www.wga.hu/html/b/backhuys/distress.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/fishing.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/ragstorm.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/shipping.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/smalldut.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/stiffbre.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/storm.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/the_gale.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/vessel.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/vessels1.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/vessels.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/view_ams.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/viewdelf.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/view_mus.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/viewvlaa.jpg	landscape	1651-1700
https://www.wga.hu/html/b/backhuys/zuiderze.jpg	landscape	1651-1700
https://www.wga.hu/html/b/baen/portlady.jpg	portrait	1651-1700
https://www.wga.hu/html/b/baen/selfport.jpg	portrait	1651-1700
https://www.wga.hu/html/b/baers/stillife.jpg	still-life	1601-1650
https://www.wga.hu/html/b/baertsoe/evening.jpg	landscape	1851-1900
https://www.wga.hu/html/b/baglion/rocca2.jpg	landscape	1551-1600
https://www.wga.hu/html/b/bailly_j/2/bouquet.jpg	still-life	1701-1750
https://www.wga.hu/html/b/bailly/port_man.jpg	portrait	1601-1650
https://www.wga.hu/html/b/bailly/portwale.jpg	portrait	1601-1650
https://www.wga.hu/html/b/bailly/selfport.jpg	portrait	1601-1650
https://www.wga.hu/html/b/bailly/selfporx.jpg	portrait	1601-1650
https://www.wga.hu/html/b/bailly/selfpory.jpg	portrait	1601-1650
https://www.wga.hu/html/b/balassi/balassi7.jpg	portrait	1601-1650
https://www.wga.hu/html/b/balassi/balassi8.jpg	portrait	1601-1650
https://www.wga.hu/html/b/baldassa/borso.jpg	portrait	1451-1500
https://www.wga.hu/html/b/baldassa/manportr.jpg	portrait	1451-1500
https://www.wga.hu/html/b/baldovin/portrai.jpg	portrait	1451-1500
https://www.wga.hu/html/b/baldovin/portrait.jpg	portrait	1451-1500
https://www.wga.hu/html/b/baldrigh/family.jpg	portrait	1751-1800
https://www.wga.hu/html/b/baldrigh/ghedini.jpg	portrait	1751-1800
https://www.wga.hu/html/b/baldrigh/portlady.jpg	portrait	1751-1800
https://www.wga.hu/html/b/baldung/3/1young.jpg	portrait	1501-1550
https://www.wga.hu/html/b/baldung/3/21ludwig.jpg	portrait	1501-1550
https://www.wga.hu/html/b/baldung/3/2christo.jpg	portrait	1501-1550
https://www.wga.hu/html/b/baldung/3/3philip.jpg	portrait	1501-1550
https://www.wga.hu/html/b/baldung/3/4keller.jpg	portrait	1501-1550
https://www.wga.hu/html/b/baldung/4/41luther.jpg	portrait	1501-1550
https://www.wga.hu/html/b/baldung/4/5hedio.jpg	portrait	1501-1550
https://www.wga.hu/html/b/bandinel/cosimo1d.jpg	portrait	1501-1550
